,Date,User,Tweet,Hashtags,Location
4211,2022-10-14 06:08:50+00:00,LegaliseParty,"These days, more Australians support the legalisation of recreational pot than oppose it. 
#Legalise
https://t.co/CAWK4wxkHD",['Legalise'],"Nimbin, Australia"
4212,2022-10-14 06:08:20+00:00,EquityBuyer,"Having the know how to set up the state of the art grow op you need to contact **AmericanCannabisCompany** will get you up and growing fast.
https://t.co/g2LLa0oz7X

Now expanding Internationally $AMMJ is the stock to buy

*BuyItUrp* $AMMJ
#Cannabis https://t.co/og0v6N2kSh",['Cannabis'],USA
4213,2022-10-14 06:07:49+00:00,BeamsSharma,"Top story: Welcome | Marijuana, Medical Marijuana, Cannabis Seeds, CBD Web Hosting - Weed Hosts https://t.co/RCB15VjHiI, see more https://t.co/oKsWBETdCN",,Ahmedabad
4214,2022-10-14 06:07:40+00:00,dmshanin,"Double talking dongle, sexy housewife - i got no more patience
#Schizophrenia #Psychosis #Bipolar #Cannabis #Marijuana #Autism https://t.co/lF5Fvaw9nA","['Schizophrenia', 'Psychosis', 'Bipolar', 'Cannabis', 'Marijuana', 'Autism']",Донецк
4215,2022-10-14 06:07:03+00:00,NewshubNZ,#EXCLUSIVE: Data shows court action for cannabis possession still high despite 'discretion' law change https://t.co/t7tpcsGBSK #Newshub https://t.co/JRNE09FAqV,"['EXCLUSIVE', 'Newshub']",New Zealand
4216,2022-10-14 06:06:48+00:00,gethypedllc,"Here's How Long a Cannabis High Actually Lasts, According to Science https://t.co/uijRTcaL81 #breakingnews",['breakingnews'],michigan
4217,2022-10-14 06:06:37+00:00,cbdhealthbasket,"#thc #cbdhealth 
#cannabiscommunity
 In the Beginners Guide to the Right #CBD we help you learn everything you need to know. Cannabidiol (CBD) is a naturally occurring chemical found in the cannabis plant. CBD has been extremely popular in recent https://t.co/LuvkqL0EiP #cbdoil https://t.co/M8DtcPbDMD","['thc', 'cbdhealth', 'cannabiscommunity', 'CBD', 'cbdoil']",
4218,2022-10-14 06:05:52+00:00,cannabisseeds_,Cannabis Legalization in the Americas: Policy Update and Emerging Evidence by UCLA ISAP https://t.co/CyEVAzQ71p,,
4219,2022-10-14 06:05:32+00:00,hempnewsonline,Permit&amp;#39s Fulfill Karl Pilkington with Ricky Gervais…Portion-3 https://t.co/mgrncIo1QZ #business #cannabinoid #cannabis #cbd #comedy #edibles #editor #education #help #legal #media #news #social #thc #video #videos #world,"['business', 'cannabinoid', 'cannabis', 'cbd', 'comedy', 'edibles', 'editor', 'education', 'help', 'legal', 'media', 'news', 'social', 'thc', 'video', 'videos', 'world']",
4220,2022-10-14 06:04:19+00:00,pankajk58942350,Can pot prevent pot belly? Researchers get the lean from cannabis https://t.co/M8dn05uGJc,,
4221,2022-10-14 06:03:56+00:00,DatingPilipinas,In a truly free country all of us could mail-order cannabis whenever we wanted it.,,
4222,2022-10-14 06:03:07+00:00,jaunnewsusa,RAI Amsterdam warns against fake congress about cannabis: ‘Big scam’ https://t.co/8UzekjyMMi,,
4223,2022-10-14 06:02:26+00:00,seedsmanrep,"Green Poison - Feminised - 3 pack - Feminised - Sweet Seeds

#cannabis #cannabiscommunity #weed #haze #kush #thc #cbd #indica #smokers

https://t.co/NOghFm34Ca https://t.co/CbyAZH5lM9","['cannabis', 'cannabiscommunity', 'weed', 'haze', 'kush', 'thc', 'cbd', 'indica', 'smokers']",uk
4224,2022-10-14 06:02:18+00:00,_ReportWire,Cannabiz Australia Report Suggests Further Cannabis Companies Being Investigated Over Breaches Of Advertising Standards https://t.co/mrHR00oTGa,,"Los Angeles, CA"
4225,2022-10-14 06:01:12+00:00,Cannabistical,"Washington Cannabis: LCB Approves Social Equity Rule, Flaws and All - https://t.co/ZWGKMy163a #Marijuana #MarijuanaNews #NewsAboutMarijuana Cannabistical: of or concerning cannabis.","['Marijuana', 'MarijuanaNews', 'NewsAboutMarijuana']",United States of America
4226,2022-10-14 06:01:02+00:00,edenhigh420,"Grooming the garden 🏡

📦 Grab/Kerry
Hit us up: https://t.co/yFMdeSQ9vc

#edenhigh  #420Thailand #สายเขียว #WeedLovers #CannabisCommunity #cannabis #weed420 #กัญชาอัดแท่ง #กัญชากรุงเทพ #กัญชาเชียงใหม่ #กัญ #สมุนไพร #กัญชาออแกนิค #thaiweed #weedlife #sellkush #sellcannabis https://t.co/OKSEUnWqe1","['edenhigh', '420Thailand', 'สายเขียว', 'WeedLovers', 'CannabisCommunity', 'cannabis', 'weed420', 'กัญชาอัดแท่ง', 'กัญชากรุงเทพ', 'กัญชาเชียงใหม่', 'กัญ', 'สมุนไพร', 'กัญชาออแกนิค', 'thaiweed', 'weedlife', 'sellkush', 'sellcannabis']",Thailand
4227,2022-10-14 06:00:53+00:00,rtoptrees,"It ended up being 4 ounces between 3 plants here's some of the trimmed buds

#marijuana #cannabis #delta8 #weed #cbd
#kush #ganja #weedlife #weedsmokers
#weedcommunity

https://t.co/EDsge9kijE","['marijuana', 'cannabis', 'delta8', 'weed', 'cbd', 'kush', 'ganja', 'weedlife', 'weedsmokers', 'weedcommunity']",
4228,2022-10-14 06:00:27+00:00,heyjaneco,"What is CBD? ✨

CBD (cannabidiol) is a naturally occurring compound found in the cannabis sativa plant. It is the superstar of one of the 113 cannabinoids discovered by scientists so far. 

#superseedfaceoil #dailyskincareproducts #dailyskincareroutineforacne #acnedailyroutine https://t.co/PlMncQ7I3D","['superseedfaceoil', 'dailyskincareproducts', 'dailyskincareroutineforacne', 'acnedailyroutine']",
4229,2022-10-14 06:00:11+00:00,adsoftheworld,ExtractionTek's Sean Winfield on the Creativity of Smaller Players in Cannabis https://t.co/EjP2IzcZOG @MusebyClio https://t.co/wuK1GlE9BV,,"New York, USA"
4230,2022-10-14 06:00:04+00:00,MMJHealthcare,"What Are the Real Benefits of Microdosing With Cannabis? - Whether you are curious about it or are using it for a health condition, you probably know a bit about cannabis.  […] https://t.co/kxsGHkLRSu #cannabis #marijuana #hemp #thc https://t.co/v4BpZDjBSl","['cannabis', 'marijuana', 'hemp', 'thc']",Nationwide
4231,2022-10-14 06:00:00+00:00,royalqueenseeds,"The most refined techniques to grow #cannabis become irrelevant when relative humidity and temperatures are not being controlled 💧🌡️

Learn more about these two major factors.

https://t.co/kvyuijKiAN",['cannabis'],
4232,2022-10-14 05:59:42+00:00,cornelschiau,Legalizing cannabis led to increased cannabis poisonings in Canadian children. It could get a whole lot worse. https://t.co/tZmI1P4w8G prin @ConversationCA,,patarlagele - buzau - romania
4233,2022-10-14 05:58:55+00:00,beccariaportal,Legalizing cannabis led to increased cannabis poisonings in Canadian children. It could get a whole lot worse. https://t.co/wlJhnswZJ7,,Hannover
4234,2022-10-14 05:58:13+00:00,BoredNBaked,"Tip leads to recovery of guns, cannabis &amp; cash at Niles home, resulting in arrest | WGN-TV https://t.co/UyTJi8X2YT
#CannabisNews",['CannabisNews'],Metaverse
4235,2022-10-14 05:58:12+00:00,BoredNBaked,"Tinton Falls cannabis application now available to potential operators - https://t.co/9SQqIbCas4 https://t.co/6F1t1aUFo0
#CannabisNews",['CannabisNews'],Metaverse
4236,2022-10-14 05:57:28+00:00,xtclabs,"Stare and obtain a quick sativa high. You are welcome! #nft #Cannabis #Radiopharma 

by @xtclabs https://t.co/GnIwfol72i","['nft', 'Cannabis', 'Radiopharma']",
4237,2022-10-14 05:57:24+00:00,AvaansPR_Canna,"Launching a cannabis brand is intimidating enough, but hiring a PR firm can feel completely overwhelming. Our tips helps you know what to look for in a PR agency investment and within your own company

https://t.co/eqlI0ZWqre https://t.co/eqlI0ZWqre",,Los Angeles  (HQ)
4238,2022-10-14 05:56:49+00:00,MMPconnection,"#cannabiscommunity #marijuana #cannabis Heritage Cannabis Announces the Introduction of RAD Razzlers Gummies to the Canadian Market  

        TORONTO--(BUSINESS WIRE)--Heritage Cannabis Holdings Corp. (CSE: CANN) (OTCQX: HERTF) (“Heritage” or the https://t.co/Rzaq5r3Rg3 https://t.co/tZyn5iMDlA","['cannabiscommunity', 'marijuana', 'cannabis']",
4239,2022-10-14 05:56:47+00:00,MMPconnection,"#cannabiscommunity #marijuana #cannabis Flora Growth Completes Multiple Commercial Cannabis Exports Into New International Markets  

        FORT LAUDERDALE, Fla. &amp; TORONTO--(BUSINESS WIRE)--Flora Growth Corp. (NASDAQ: FLGC) (“Flora” or the https://t.co/nGU846xard https://t.co/m2P2VN0AZj","['cannabiscommunity', 'marijuana', 'cannabis']",
4240,2022-10-14 05:56:45+00:00,MMPconnect,"#cannabis #marijuana #thc #cannabiscommunity Avoid CBD Scams – Don’t Buy CBD Gummies Until You Read This 

        Avoid CBD Scams – Don’t Buy CBD Gummies Until You Read This
Do you suffer with chronic pain? If yes, then you may have heard https://t.co/uy9njC1C6a https://t.co/caMuLCr0tN","['cannabis', 'marijuana', 'thc', 'cannabiscommunity']",
4241,2022-10-14 05:56:43+00:00,MMPconnect,"#cannabis #marijuana #thc #cannabiscommunity Greenville planners approves medical marijuana site plan 

  Open Audio Article Player 

    By 
    
        Cory Smith     
    | 
            on 
        September 24, 2022    

    With https://t.co/8PmJKAortf https://t.co/qQuZxDDJ7g","['cannabis', 'marijuana', 'thc', 'cannabiscommunity']",
4242,2022-10-14 05:56:08+00:00,EvaFashionUSA,"Gas-X Extra Strength Chewable Gas Relief 
Tablets with Simethicone
👉 https://t.co/lxWEdf3riU

#gas #oil #cannabis #energy #weed #fire #oilandgas #energia #Tablets #gastablets https://t.co/HSMjoVziQN","['gas', 'oil', 'cannabis', 'energy', 'weed', 'fire', 'oilandgas', 'energia', 'Tablets', 'gastablets']", 
4243,2022-10-14 05:56:07+00:00,nashoban_info,"Different approach between Newfoundland and England. There is a move to to charge cannabis as a Class A drug. Like the ""come say HIGH here"" https://t.co/0tsVi8BV9i",,
4244,2022-10-14 05:53:03+00:00,CannabisCaviar,I know this is about to sound crazy as shit lmao,,"Detroit, MI"
4245,2022-10-14 05:52:59+00:00,Collier_Texada,Harvested Garlic Chem S2 today. https://t.co/TCY4GsrQO4,,"Texada Island, B.C."
4246,2022-10-14 05:52:39+00:00,Shadowzerg,It is absurd that Cannabis is still illegal in most of the country,,USA
4247,2022-10-14 05:51:57+00:00,WeedPlantXL,"Rolling up your #cannabis made easy, click the link below 👇!!! 

https://t.co/c65hwOoLyF

#Mmemberville #StonerFam #cannabiscomunity #weedplant #meteor #CannabisNYC #Medical #MedTwitter #mentalhealth","['cannabis', 'Mmemberville', 'StonerFam', 'cannabiscomunity', 'weedplant', 'meteor', 'CannabisNYC', 'Medical', 'MedTwitter', 'mentalhealth']","Queens, NY"
4248,2022-10-14 05:51:34+00:00,Grandpoohbah78,$PVSP is Artizen Cannabis and we are expanding rapidly nationwide and international markets too 🇨🇦 We just launched the next phase of the expansion plan with #Concentrates and soon new licensing deals are coming. Take a 👀 $bomo $hiru $sfio $ilus $dvlp $hvcw $mj #OTC #Terps ⛽️ https://t.co/zODtQxYfQT,"['Concentrates', 'OTC', 'Terps']",
4249,2022-10-14 05:51:01+00:00,JanetWa94118686,"Beltway Insider: Biden/DeSantis, Cannabis, Ukraine, Thailand, COVID/Vaccine Totals, Uvalde, Herschel Walker, Loretta Lynn, Nikki Finke https://t.co/Z1GElkx3Q7",,"Beverly Hills, CA"
4250,2022-10-14 05:50:35+00:00,dammit_dejon,Y’all think them cannabis lounges be cool cause I don’t be drinking like that,,"Gardena, CA"
4251,2022-10-14 05:50:35+00:00,CBDSmokeShop,"#edibles #cbdoil 
#cannabiscommunity Full Spectrum Softgels Capsules. With #CBD #hemp oil having a taste that can be difficult to swallow for some individuals, people looking for alternative methods to get the benefits of Full Spectrum CBD https://t.co/4So23NZtyh #cannabis https://t.co/33ud250xC8","['edibles', 'cbdoil', 'cannabiscommunity', 'CBD', 'hemp', 'cannabis']",
4252,2022-10-14 05:50:34+00:00,CBDSmokeShop,"#edibles #cbdoil 
#cannabiscommunity THC Tincture Oil 1500MG, with a psychotropic buzz this good. THC-O will have you feeling Flawless. Flawless THC-O Tincture Oil 1500mg is the strongest buzz available to consumers — more powerful than https://t.co/9sQU5iHZSh #cannabis https://t.co/1CBbP7PbKT","['edibles', 'cbdoil', 'cannabiscommunity', 'cannabis']",
4253,2022-10-14 05:50:31+00:00,CannabisCarol,Dude I’m about to become this man’s manager put him in a deep Dark warehouse rave the talent is unparalleled,,Los Angeles 
4254,2022-10-14 05:49:19+00:00,neotenichominid,"My humble #trich pics
#homegrown #outdoor #CannabisDeUsoAdulto #CannabisCommunity #cannabis 
#microscopy https://t.co/gB5QD9Oucz","['trich', 'homegrown', 'outdoor', 'CannabisDeUsoAdulto', 'CannabisCommunity', 'cannabis', 'microscopy']",
4255,2022-10-14 05:49:00+00:00,GanjaGadfly,"Top story: New York City’s First Cannabis Boss Wants to Combat ‘Cannaphobia’ https://t.co/xRLIpnMxG9, see more https://t.co/JprQrQN93W",,NXNW
4256,2022-10-14 05:47:02+00:00,MrCostaJoao,ECSU to host first area cannabis conference - Yahoo News https://t.co/xLZ8FL0a0e,,Lissabon
4257,2022-10-14 05:44:25+00:00,HappymonJacob,India should legalise cannabis. https://t.co/eVps6eXPiS,,New Delhi
4258,2022-10-14 05:44:06+00:00,NewsBudz,Netflix implements advertising tier structure to offset losses https://t.co/N029kyvJLt #cannabis https://t.co/Jjvz4uQpWj,['cannabis'],"Philadelphia, PA"
4259,2022-10-14 05:44:05+00:00,Cannabis_Candi,"I run on cannabis, caffeine, edm and spite",,Eric Formans Basement
4260,2022-10-14 05:44:03+00:00,NewsBudz,System of a Down's Bassist Busy Building Cannabis Brand https://t.co/OorDkgWLfV #cannabis https://t.co/2btkFaVqM3,['cannabis'],"Philadelphia, PA"
4261,2022-10-14 05:43:40+00:00,NewAgeCannaPC,Reminder: Get your weed for the weekend 😎 https://t.co/1jXKtTZ7DW,,"Johannesburg, South Africa"
4262,2022-10-14 05:43:35+00:00,Cannabis_Candi,Maybe sleeping only 6 hours within the past 3 days was a bad idea ..,,Eric Formans Basement
4263,2022-10-14 05:43:12+00:00,mdaupdates,Cannabis seized and man arrested https://t.co/LI7r6jfQTM,,South Devon
4264,2022-10-14 05:42:32+00:00,usetobekardash,One deep talk with me and I’ll show you I’m not the picture they painted me to be,,
4265,2022-10-14 05:42:21+00:00,URockMeTV,"Everyone should have a Cannabis Stock in their portfolio, our pick is:

AmericanCannabisCompany $AMMJ

At this price we recommend everyone buy up everything you can get under $.20 

within 6 months you should be looking at $1.00 price range.
#CommericalAGRO https://t.co/m90l0uWtno",['CommericalAGRO'],www.urockme.tv
4266,2022-10-14 05:40:51+00:00,gorselarapca,Jesse Watters: Cannabis needs to be equitable for Mayor Eric Adams shorts #news #breakingnews 2022 https://t.co/ClnzkiQC09,"['news', 'breakingnews']",
4267,2022-10-14 05:40:44+00:00,Cannacity1,"Not a bad way to spend a Thursday night. CANNACITY hanging out with the 420 fam and @puffpandas Wanna check us out? OK. Link to some of our fierce femmes fuming:  https://t.co/G8A9VjhCMP

We're here tonight so come hang. 
https://t.co/zEIpRbFzaN https://t.co/ozIe8RIMji",,"Cannacity, Oregon"
4268,2022-10-14 05:40:26+00:00,IFilmFeatures,"Where you grow is just as important as how
you grow. The American Cannabis Cultivation Cube™ is a self-contained
system that meets regulatory
guidelines and is scalabe to fit the unique
needs of today’s commercial cultivator.
https://t.co/zrB4BkMsbf

Investors info: OTC $AMMJ https://t.co/TNymskRdkX",,United States
4269,2022-10-14 05:40:20+00:00,prpnews,https://t.co/YR3h9Lf2eg California provides tax credits for cannabis businesses,,
4270,2022-10-14 05:38:31+00:00,seedsmanrep,Visit https://t.co/QjHW0GB6LO for #cannabis seeds  || Czech It Out: Cannabis Legalization Trend Continues in Europe - Lexology https://t.co/RAh2VFeDYi -- #kush #og #haze #thc #rso #weed #smokers #growers #ganja #marijuana #cannabisseeds #cannabiscommunity,"['cannabis', 'kush', 'og', 'haze', 'thc', 'rso', 'weed', 'smokers', 'growers', 'ganja', 'marijuana', 'cannabisseeds', 'cannabiscommunity']",uk
4271,2022-10-14 05:38:15+00:00,PlantDepotLLC,"New strains from beans, flower pictures coming soon. The hunt for our  next insanely sugary cannabis pheno has begun.  #CannabisCommunity
#cannabisculture #cannabisgenetics https://t.co/KG09aNl4Mb","['CannabisCommunity', 'cannabisculture', 'cannabisgenetics']",Michigan
4272,2022-10-14 05:37:28+00:00,CannabisBizNews,Medtech Industry Listings- Page 295 of 526 - Emerging Industry Professionals https://t.co/0U7FFkOEs8 #cannabis,['cannabis'],United States
4273,2022-10-14 05:37:26+00:00,SABOURETCardio,"#Cannabis increase the risk of #MI in the young. « If you have no data, you’re just another person with an opinion (Deming) ». Data are available, therefore it’s time to move on. https://t.co/cG24hOWaaf","['Cannabis', 'MI']","Paris, France"
4274,2022-10-14 05:37:09+00:00,Reach_Markets,"Catch up on ‘The Future of Medicinal Cannabis’ Summit 👉 https://t.co/ik5fCQRooN  

Hear from the industry leaders from two ASX-listed companies: Zack Bozinovski from @WellnexLife $WNX and Shane Duncan from @Cann_Group $CAN

Any advice is general only: https://t.co/1ONOVHqjlF. https://t.co/wO1nick25c",,"Melbourne, Victoria"
4275,2022-10-14 05:37:05+00:00,BuzzedWorld,Do you make better or worse decisions on #cannabis?,['cannabis'],United States
4276,2022-10-14 05:35:49+00:00,RonnieDubs78,"Democrats tout every terrible thing as a win, when in reality they are terrible/useless policies that do jack shit.

Infrastructure bill. 
Covid prevention.
Inflation Act.
Railroad strike deal.
Cannabis pardons.
Climate regulation. 

...to name a few. https://t.co/dY7fMJHnbd",,"Shithole, USA"
4277,2022-10-14 05:33:28+00:00,RasShepperd,"“Groceries in your Basket” is code for what you are actually thankful for, instead of being on the struggle bus…What are the Groceries in YOUR Basket?",,"Lynwood, Ca"
4278,2022-10-14 05:33:07+00:00,AMITPURANI,Cannabis is illegal because if helps many things .. Alcohol is legal cause it kills you,,
4279,2022-10-14 05:32:29+00:00,CannabisBizNews,"THC PSA: Governor, AG, Treasurer Seek Applicants for Cannabis Social Equity Advisory Board – Dig Bos https://t.co/UpP1j91ZEG #cannabis",['cannabis'],United States
4280,2022-10-14 05:32:28+00:00,CannabisBizNews,Weed SEO: How To Build Backlinks To A Cannabis Brand - Herb https://t.co/1lZzwm134d #cannabis,['cannabis'],United States
4281,2022-10-14 05:32:26+00:00,CannabisBizNews,Biden pardons are important step toward a better cannabis policy https://t.co/VQlFYS64tD #cannabis,['cannabis'],United States
4282,2022-10-14 05:32:17+00:00,charleshymas,"Teenagers caught experimenting with cannabis should not be prosecuted, says a police chief, despite the Home Secretary’s calls for tougher enforcement. https://t.co/aMFuwU0nbU https://t.co/IJ9cKh3wDf",,"London, England"
4283,2022-10-14 05:32:05+00:00,Nick_behating,"#marijuana #cannabis #dope #weed #pot #kush #cbd #weedlife
#weedsmokers#weedcommunity #workoutmotivation https://t.co/cvf2dOyROe","['marijuana', 'cannabis', 'dope', 'weed', 'pot', 'kush', 'cbd', 'weedlife', 'workoutmotivation']","Ontario, CA"
4284,2022-10-14 05:31:47+00:00,amsterdamseeds2,Halloween-themed cannabis products are a little more frightening - Boston Business Journal - The Business Journals https://t.co/9bmCnfrmV7 ... #weed #learning #cannabisgrower #weedgrows #sativa #indica #haze #kush,"['weed', 'learning', 'cannabisgrower', 'weedgrows', 'sativa', 'indica', 'haze', 'kush']",uk
4285,2022-10-14 05:31:18+00:00,seedsmanrep,https://t.co/ZlX3PHm3Tj -- #cannabis #weed adverts #forum https://t.co/nA7TsLlofW,"['cannabis', 'weed', 'forum']",uk
4286,2022-10-14 05:30:52+00:00,BobLefridge,"Over 2000 people were convicted of low-level drug offences last year; 900 of those were for cannabis possession. Police ""discretion"" is not working.

Sarah Helm with a commonsense plea. Can we can catch up with the rest of the world, please? https://t.co/fg8uteKzUm",,A beach in New Zealand - north of Dunedin
4287,2022-10-14 05:28:54+00:00,seedsmanrep,Visit https://t.co/QjHW0GB6LO for #cannabis seeds  || Just how big will the Europe cannabis market grow? - Investment Monitor https://t.co/Z8BngJ8xxy -- #kush #og #haze #thc #rso #weed #smokers #growers #ganja #marijuana #cannabisseeds #cannabiscommunity,"['cannabis', 'kush', 'og', 'haze', 'thc', 'rso', 'weed', 'smokers', 'growers', 'ganja', 'marijuana', 'cannabisseeds', 'cannabiscommunity']",uk
4288,2022-10-14 05:27:30+00:00,CannabisBizNews,"Alabama Medical Cannabis Association launches, names exec director - Yellowhammer News https://t.co/FrcKx9vUin #cannabis",['cannabis'],United States
4289,2022-10-14 05:27:29+00:00,CannabisBizNews,Southampton cannabis dispensary takes shape to support Shinnecock Nation - NYN Media https://t.co/fyE5WJ4ula #cannabis,['cannabis'],United States
4290,2022-10-14 05:27:27+00:00,CannabisBizNews,Schneps Media Hosts Part Two of Cannabis Webinar: Growth and Cultivation https://t.co/EUXLtgjPNu #cannabis,['cannabis'],United States
4291,2022-10-14 05:26:48+00:00,MMPconnection,"#cannabiscommunity #marijuana #cannabis RGV Agents Seize More Than $1M in Marijuana  Packages containing 502 pounds of marijuana seized by RGV Sector Border Patrol agents. USCBP Image- Advertisement -Texas Border BusinessEDINBURG, Texas – Rio Grande https://t.co/28VwXNJwcu https://t.co/1wW4D1I5iP","['cannabiscommunity', 'marijuana', 'cannabis']",
4292,2022-10-14 05:26:47+00:00,MMPconnection,"#cannabiscommunity #marijuana #cannabis Mike Parson Won’t Offer Mass Pardons for Marijuana Offenses | Missouri News | St. Louis 
   click to enlarge       Missouri Governor Mike Parson said in a statement that he will continue to handle clemency on a https://t.co/0N3ZNm8aox https://t.co/4jUBDqHuln","['cannabiscommunity', 'marijuana', 'cannabis']",
4293,2022-10-14 05:26:45+00:00,MMPconnect,"#cannabis #marijuana #thc #cannabiscommunity Retail slotting fees a new cost for Michigan marijuana brands and manufacturers …  is the latest state where marijuana retailers are charging manufacturers and …  in the market.”
        Wholesale https://t.co/S8mmQYJHeh https://t.co/XHbLeZNZxf","['cannabis', 'marijuana', 'thc', 'cannabiscommunity']",
4294,2022-10-14 05:26:43+00:00,MMPconnect,"#cannabis #marijuana #thc #cannabiscommunity Oregon advocates call Biden’s marijuana pardon long overdue, significant 
The White House pardon for those charged with marijuana possession last week left Oregon advocates for drug policy reform hopeful for https://t.co/ILHNNd0t1b https://t.co/DNBCqulyKY","['cannabis', 'marijuana', 'thc', 'cannabiscommunity']",
4295,2022-10-14 05:26:36+00:00,NewsBudz,How to Rehydrate Dry Cannabis https://t.co/NJ6N9FWylz #cannabis,['cannabis'],"Philadelphia, PA"
4296,2022-10-14 05:26:35+00:00,NewsBudz,Kansas Lawmakers Hold First of Two Hearings on Medical Cannabis https://t.co/UyWBIZPKeg #cannabis https://t.co/db93AStDW8,['cannabis'],"Philadelphia, PA"
4297,2022-10-14 05:26:12+00:00,TheReeferer,"Poll: Majority Backs Biden’s Cannabis Pardons https://t.co/84XoJcQZqN - 
 #weed #marijuana #Cannabis https://t.co/S7gEVdRyJ8","['weed', 'marijuana', 'Cannabis']",C:/
4298,2022-10-14 05:26:05+00:00,TheScottSalvage,"Check out my latest story over on Medium:

Operation Eagle: How a Welshman smuggled insane quantities of cannabis into Britain. https://t.co/7gq8OZE5RL",,
4299,2022-10-14 05:25:17+00:00,xtclabs,"Stare and obtain a quick sativa high. You are welcome! #nft #Cannabis #Radiopharma 

by @xtclabs https://t.co/e6hyqxF7qM","['nft', 'Cannabis', 'Radiopharma']",
4300,2022-10-14 05:25:11+00:00,420JobsCareers,JOB POSTING: Delivery Driver for Cannabis Dispensary in Hercules California... [ Submit Your Resume and Apply Now &gt; https://t.co/BVsDtKGREy ] #Jobs #Careers #Marijuana #Cannabis #Hemp #CBD #Job #Career #Employment #JobBoard #JobHunt #JobSearch #HiringNow,"['Jobs', 'Careers', 'Marijuana', 'Cannabis', 'Hemp', 'CBD', 'Job', 'Career', 'Employment', 'JobBoard', 'JobHunt', 'JobSearch', 'HiringNow']",United States
4301,2022-10-14 05:23:03+00:00,CbdSpecialist,Cannabis voor kinderen: Victoria stemt in met wereldprimeur | The Oz – The Australian https://t.co/WAtfJkhwO4 #cbd #cbdoil #hemp,"['cbd', 'cbdoil', 'hemp']",Amsterdam
4302,2022-10-14 05:22:33+00:00,CannabisBizNews,"Global Cannabis Extract Markets to 2027 Featuring Aphria, Maricann, Organigram, The Cronos Group, Ti... https://t.co/PzfBxekhXl #cannabis",['cannabis'],United States
4303,2022-10-14 05:22:32+00:00,CannabisBizNews,"Alabama Medical Cannabis Association launches, names exec director - Yellowhammer News https://t.co/FrcKx9MXkn #cannabis",['cannabis'],United States
4304,2022-10-14 05:22:30+00:00,CannabisBizNews,"Maryland marijuana legalization expected to pass in November, but details pending https://t.co/7WKjMRHcAJ #cannabis",['cannabis'],United States
4305,2022-10-14 05:22:06+00:00,sfchronicle,"Nine search warrants were served during the operation in which officers eradicated 11,260 illegal plants and approximately 5,237 lbs. of processed cannabis flower — worth an estimated retail value of $15 million. https://t.co/eU5VJsMxQu",,"San Francisco, CA"
4306,2022-10-14 05:21:01+00:00,CBDSmokeShop,"#edibles #cbdoil 
#cannabiscommunity Orange Organic Broad Spectrum #CBD Oil. Our premium Orange Bliss CBD Oil Tincture is now USDA Certified Organic!

Made with certified organic MCT oil, certified organic orange essential oil, and certified https://t.co/WMnJKOBsme #cannabis https://t.co/3tzZsYvH81","['edibles', 'cbdoil', 'cannabiscommunity', 'CBD', 'cannabis']",
4307,2022-10-14 05:21:00+00:00,CBDSmokeShop,"#edibles #cbdoil 
#cannabiscommunity Delta 8 THC Fruit Chews, Tropical Thunder. If you're a fan of classic Starbursts, you're going to fall in love with these.  Our Delta 8 THC Fruit Chews are unique to our brand that you won't find anywhere https://t.co/JeSZyr2Iz8 #cannabis https://t.co/LJlwAnVUwi","['edibles', 'cbdoil', 'cannabiscommunity', 'cannabis']",
4308,2022-10-14 05:20:58+00:00,CBDSmokeShop,"#edibles #cbdoil 
#cannabiscommunity CBD Topical Salve for Pain 2 oz. Pure CBD, kunzea, capsaicin, sweet birch, cocoa-butter, proprietary
Our topical salve is made with pure #CBD and contains a molecular weight and measurement soluble that https://t.co/MjVZ74uLPs #cannabis #hemp https://t.co/AXyWf0ruiP","['edibles', 'cbdoil', 'cannabiscommunity', 'CBD', 'cannabis', 'hemp']",
4309,2022-10-14 05:20:33+00:00,Cannabid,Portland’s Cannabis Program Announces Leadership Change https://t.co/y3wdnFMpZU,,Europe
4310,2022-10-14 05:20:05+00:00,MMJHealthcare,FEMA Administrator Deanne Criswell on Hurricane Ian response and resources https://t.co/s8RtrIpJny #cannabiscommunity https://t.co/t918rCKWWP,['cannabiscommunity'],Nationwide
4311,2022-10-14 05:19:54+00:00,JanetWa94118686,"Beltway Insider: Biden/DeSantis, Cannabis, Ukraine, Thailand, COVID/Vaccine Totals, Uvalde, Herschel Walker, Loretta Lynn, Nikki Finke https://t.co/JEeK0cVXql",,"Beverly Hills, CA"
4312,2022-10-14 05:18:46+00:00,BishnubratM,"FITNESS FRIDAY - Effect of EXERCISE on ANXIETY...!!
.
.
#FITNESS #FRIDAY - Effect of EXERCISE on ANXIETY...!! 

Regular exercise may help ease depression and anxiety by: 

- Releasing feel-good endorphins, natural cannabis-like brain chemicals (endogen... https://t.co/z79WdDq7Ob https://t.co/UL3v52pwQ6","['FITNESS', 'FRIDAY']",
4313,2022-10-14 05:16:12+00:00,CannabisBat,"On the whole, did not like. #RingsofPower",['RingsofPower'],"Sonoma, CA"
4314,2022-10-14 05:15:58+00:00,AlfonsoCorpuz,"Sa readings ko, DoJ's son received a package of 1 kg of Cannabis (medical daw at not cocaine, meth or ecstasy), which he received. Streetprice is 1.4M. Was it planted or planned? Maybe its the price that tipped the authorities not the Cannabis?",,Mindanao
4315,2022-10-14 05:14:59+00:00,bufflambob,Alright just taken 2 more edibles. Let's see if this california cannabis is any good,,On your roof
