Date,User,Tweet,Hashtags,Location,Mentioned User,Key Word,Reply Count,like Count,Retwet Count,Followers Count
2022-09-25 16:04:11+00:00,AquaBlueLounge,"Yes, Free Griner as no one should be in prison for medicinal cannabis use and freedom to travel with that medicine! 

Let me suggest small detox clinics with housing on upper floors. Oregon decriminalized drugs but did NOT build detox or treatment facility as voters voted for. https://t.co/8S0rkm6Qps",,"Portland, OR",,medicinal cannabis,0,3,0,579
2022-09-15 00:24:16+00:00,But_A_Cake,"I found my medicinal cannabis professional with an understanding of the pediatric world!!!!!! 

THANK UOU @BzCannabis #bzcannabis",['bzcannabis'],"Jersey City, NJ","[User(username='BzCannabis', id=1100809549383114752, displayname='Benzinga Cannabis', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",medicinal cannabis,0,10,0,467
2022-09-11 12:21:26+00:00,But_A_Cake,"I’d love to talk to a pediatrician that has experience in medicinal cannabis for children 

#Pediatrician #Pediatrics #cannabisindustry","['Pediatrician', 'Pediatrics', 'cannabisindustry']","Jersey City, NJ",,medicinal cannabis,0,2,0,467
2022-08-27 15:00:20+00:00,OhioGreenTeam,"#Cannabis has a laundry list of #Medicinal uses. Many studies have concluded that the risk of #Overdose from #Opioids can be reduced by replacing #PainKillers with #MMJ. 

#Marijuana #NoMorePills #LegalizeWeed #GreenTeamDoctors #THC #HempLaws #CBD https://t.co/WiSiy24w9e","['Cannabis', 'Medicinal', 'Overdose', 'Opioids', 'PainKillers', 'MMJ', 'Marijuana', 'NoMorePills', 'LegalizeWeed', 'GreenTeamDoctors', 'THC', 'HempLaws', 'CBD']",Throughout Ohio via Telemed!,,medicinal cannabis,0,7,1,27487
2022-08-21 17:20:49+00:00,UCSDAnes,"Dr. Tim Furnish present a thorough overview of the past, present and future of medicinal cannabis.

#UCSDAnesUpdate22 https://t.co/7dniYwgmNQ",['UCSDAnesUpdate22'],"San Diego, CA",,medicinal cannabis,0,5,2,214
2022-08-05 02:10:08+00:00,MaryJaneIsMyGod,“All cannabis usage is medicinal”,,"Oxford, PA",,medicinal cannabis,0,2,0,87
2022-07-31 21:15:02+00:00,JoseLemePhD,"Taking a happy ride up the hill with the APEPI employees to check the cannabis flowering area. The feeling of helping people to have a better life is awesome! 

#apepi #familiaapepi #thisissiu #siuc #siu #cannabidiol #cannabis #medicinalcannabis #hemp #southernillinois https://t.co/i9I6Y1RJlL","['apepi', 'familiaapepi', 'thisissiu', 'siuc', 'siu', 'cannabidiol', 'cannabis', 'medicinalcannabis', 'hemp', 'southernillinois']","Carbondale, IL",,medicinal cannabis,0,3,0,50
2022-07-27 11:10:05+00:00,UgochiKHOU,"HAPPENING TODAY: Houston native basketball star Brittney Griner is expected to take the stand in a Russian court. Yesterday her attorneys explained that cannabis, while illegal in Russia, is recognized in other countries as having medicinal use. On-air now @KHOU following this. https://t.co/eSjhRthmZf",,"Houston, TX","[User(username='KHOU', id=15791186, displayname='KHOU 11 News Houston', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",medicinal cannabis,7,19,10,3646
2022-07-26 01:27:29+00:00,KevinLCarrillo,Cannabis is federally illegal because of its high medicinal value.,,"Dallas, TX",,medicinal cannabis,1,42,6,4391
2022-06-22 18:01:56+00:00,JMilesKHOU,Said to be the first of its kind in Houston.. @TexasOriginalCC just opened this brick and mortar medicinal marijuana pickup store. I’ll take you inside and have more on who qualifies for such cannabis: @KHOU at  4:00 + 6:00 #khou11 https://t.co/q4zd2l5TnO,['khou11'],"Houston, TX","[User(username='TexasOriginalCC', id=907331188255285249, displayname='Texas Original', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='KHOU', id=15791186, displayname='KHOU 11 News Houston', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",medicinal cannabis,1,36,10,11752
2022-06-15 00:44:49+00:00,RobbinsGroupLLC,"Learn about Terpinene

Terpinene is a minor #terpene that has demonstrated antibacterial and antioxidant medicinal efficacy. This monoterpene is produced by betel, #cannabis, cardamom, eucalyptus, juniper, marjoram, peppermint, tea tree, and #verbena. https://t.co/vXJI5g6YtI","['terpene', 'cannabis', 'verbena']","Las Vegas, NV",,medicinal cannabis,0,5,1,12855
2022-10-08 19:08:35+00:00,itsamoopoint318,#AskingAutistics Do any of you use medicinal marijuana or recreational marijuana for your anxiety and other treats? Does it help at all? I’ve been seeing some people talking about it and I’m curious. #ADHD #ActuallyAutistic #AuDHD #marijuana,"['AskingAutistics', 'ADHD', 'ActuallyAutistic', 'AuDHD', 'marijuana']","Tampa, FL",,medicinal marijuana,40,58,4,166
2022-10-06 23:02:46+00:00,SoloCeesay,"decades after the medicinal benefits of marijuana have been known, let alone other uses

change takes a long time ladies and gentlemen so let this be a lesson to all you web3 junkies out there.. we have a long way to go but the journey is surely worth it https://t.co/8fpgdJIn8x",,"Los Angeles, CA",,medicinal marijuana,1,14,2,4036
2022-10-02 18:20:28+00:00,Toxaris13,Yes. Marijuana needs to be supported at the federal level. It has to be taken away from states to decide whether they will allow it or not. They need to allow both recreational &amp; medicinal. Plus stop the cycle of jailing people for possession. Wiping slates clean for past records https://t.co/fXnVVQXJrB,,"Lake Texoma, Tx",,medicinal marijuana,0,4,1,6340
2022-08-27 15:00:20+00:00,OhioGreenTeam,"#Cannabis has a laundry list of #Medicinal uses. Many studies have concluded that the risk of #Overdose from #Opioids can be reduced by replacing #PainKillers with #MMJ. 

#Marijuana #NoMorePills #LegalizeWeed #GreenTeamDoctors #THC #HempLaws #CBD https://t.co/WiSiy24w9e","['Cannabis', 'Medicinal', 'Overdose', 'Opioids', 'PainKillers', 'MMJ', 'Marijuana', 'NoMorePills', 'LegalizeWeed', 'GreenTeamDoctors', 'THC', 'HempLaws', 'CBD']",Throughout Ohio via Telemed!,,medicinal marijuana,0,7,1,27486
2022-08-09 17:12:11+00:00,mbaharaeen,"Interestingly, Missouri already has some of the most liberal marijuana laws in the country—it is both legal for medicinal use and decriminalized otherwise. If this passes, it will join AK and MT as the only Trump states where it is fully legal. https://t.co/Tv4848Mndy",,"Washington, DC",,medicinal marijuana,4,7,1,353
2022-07-27 20:33:24+00:00,CherlynnForKY,"This past week, I was once again a hole sponsor for the Kentuckians for Medicinal Marijuana Golf Scramble. These fine people have such a pure heart for the hurting, and are amazing advocates for patients in need in Frankfort. https://t.co/kpeRlqmFKN",,"Lexington, KY",,medicinal marijuana,2,28,7,3620
2022-06-22 18:01:56+00:00,JMilesKHOU,Said to be the first of its kind in Houston.. @TexasOriginalCC just opened this brick and mortar medicinal marijuana pickup store. I’ll take you inside and have more on who qualifies for such cannabis: @KHOU at  4:00 + 6:00 #khou11 https://t.co/q4zd2l5TnO,['khou11'],"Houston, TX","[User(username='TexasOriginalCC', id=907331188255285249, displayname='Texas Original', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='KHOU', id=15791186, displayname='KHOU 11 News Houston', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",medicinal marijuana,1,36,10,11752
2022-07-10 03:33:31+00:00,RobbinsGroupLLC,"“This study noted changes in endocannabinoids (primarily #anandamide and 2-AG) resulting from the ongoing consumption of hemp- or #cannabis-derived phytocannabinoids such as #CBD and THCV.”

#LearnAndTeachOthers™ https://t.co/xNEWOZOkMa","['anandamide', 'cannabis', 'CBD', 'LearnAndTeachOthers']","Las Vegas, NV",,endocannabinoids,4,4,2,12855
2022-07-07 23:07:14+00:00,RobbinsGroupLLC,"Runner's High Results from Endocannabinoids, Not Endorphin 
 https://t.co/sfjfJnOFnp",,"Las Vegas, NV",,endocannabinoids,1,12,6,12855
2022-07-01 01:51:24+00:00,RobbinsGroupLLC,"This study noted changes in endocannabinoids (primarily #anandamide and 2-AG) resulting from the ongoing consumption of hemp- or #cannabis-derived phytocannabinoids such as #CBD and THCV.

#LearnAndTeachOthers™ https://t.co/xNEWOZOkMa","['anandamide', 'cannabis', 'CBD', 'LearnAndTeachOthers']","Las Vegas, NV",,endocannabinoids,0,3,0,12855
2022-08-12 22:47:55+00:00,RobbinsGroupLLC,"2019 Study: ""Of the 113 cannabinoids identiﬁed in [cannabis], most can be cataloged as analogs of delta-9 THC (Δ9-THC), CBD, cannabichromene (CBC), cannabigerol (CBG), cannabinol (CBN), cannabicyclol (CBL), cannabielsoin (CBE), and cannabitriol (CBT)."" https://t.co/pViFiVXcnO",,"Las Vegas, NV",,Cannabinol,0,3,0,12855
2022-08-13 22:13:14+00:00,Marcel_LJ,"what I’m watching for tonight:

- Erik Ezukanma as a primary target
- Mike Gesicki as a blocker
- Noah Igbinoghene + Trill Williams as CB1 &amp; CB2
- Salvon Ahmed had a strong week of practice, can that carry over into game day?
- Skylar Thompson’s processing speed in a live game https://t.co/GBgUxzzHwF",,"Miami, FL",,CB1/CB2,10,133,16,45757
2022-09-07 19:37:18+00:00,CitrusSmke,"Grape Diamonds on the 2nd try looks sooo much better!!! Grape Soda aromas almost syrupy! Definitely a strong body high otw!!!

#bestinkc #blkcitrus #Mmemberville #stl #nfsot #kcmo #cannabis #cannabisculture #cannabiscommunity #sinsemilla https://t.co/xdq5LvMmUW","['bestinkc', 'blkcitrus', 'Mmemberville', 'stl', 'nfsot', 'kcmo', 'cannabis', 'cannabisculture', 'cannabiscommunity', 'sinsemilla']","Kansas City, MO",,sinsemilla,4,81,10,364
2022-10-14 20:17:49+00:00,msmastafoxx,"Mark your calendar 📆 — Don't miss @MsMastaFoXX &amp; @MsWhizdom next Live ""Do You Judge Based On Surface Viewing? #THCTribe #NeoCodeSociety"" On Stereo App @app_stereo on Oct 14, 3:33PM (PST) #THC #TribeOfHigherConsciousness #Friday #5DEye https://t.co/FJaQWMoLcX","['THCTribe', 'NeoCodeSociety', 'THC', 'TribeOfHigherConsciousness', 'Friday', '5DEye']",MyCreatorLife,"[User(username='msmastafoxx', id=1471098570, displayname='MsMastaFoXX LLC♌👽🖖🌋🕉🔑7-FigBizOwner💰👑🌊💜☯️', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='mswhizdom', id=2305685372, displayname='Ms Whizdom 👽♒👽', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='app_stereo', id=1217236670312931329, displayname='Stereo', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",THC,0,2,0,1411
2022-10-14 19:39:27+00:00,renzot1954,"I am not sure what happened overnight but since this morning I have  had no less than 11 marriage proposals, 4 from gentlemen. I am married. Have been for 45 years. I am old, 68. I know age is just a number. And 14% thc is just as good as 24% if you are a cheap high. https://t.co/rJA95GIJrX",,"Palm Harbor, FL",,THC,27,188,9,74040
2022-10-14 18:42:56+00:00,BlakaFlakaTHC,"POP IN! Come say “High!”. 😁🫠

@RichSupremeSAG is KILLIN IT over on @Twitch RIGHT NOW!!

     👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼
https://t.co/fCz7itBYXv
     👆🏼👆🏼👆🏼👆🏼👆🏼👆🏼👆🏼

@steezyapegang @SteezyLabel @okinagroup

#music #FridayVibes #vibe #twitch #twitchtv #DJ #Steezy #SteezyApeGang #SteezyMusic https://t.co/z5eoUTdnUn","['music', 'FridayVibes', 'vibe', 'twitch', 'twitchtv', 'DJ', 'Steezy', 'SteezyApeGang', 'SteezyMusic']","Tampa, Florida","[User(username='RichSupremeSAG', id=1198706766319693825, displayname='Rich Supreme | SAG', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Twitch', id=309366491, displayname='Twitch', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='steezyapegang', id=1475793263722389511, displayname='STEEZY APE GANG', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='SteezyLabel', id=1532516486908084224, displayname='Steezy Music Label', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='okinagroup', id=1527629716500406272, displayname='OKINA GROUP', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",THC,1,3,0,1935
2022-10-14 17:04:34+00:00,WillieBlaze4,"SWING BY AND SAY HIGH!!!!! 💨💨💨💨💨💨💨🍃 #cannabiscommunity
#cannabisculture
#thc
#Marijuana
#cannabis
#420
#wax
#willieblaze
#will_e_blaze #willieblaze1 #cannabislife #indica #sativa #hybrid #710 #weedlover

@will_e_blaze

https://t.co/L4TWBlgqci","['cannabiscommunity', 'cannabisculture', 'thc', 'Marijuana', 'cannabis', 'wax', 'willieblaze', 'will_e_blaze', 'willieblaze1', 'cannabislife', 'indica', 'sativa', 'hybrid', 'weedlover']",,,THC,0,2,0,123
2022-10-14 14:57:10+00:00,BlakaFlakaTHC,"Why are 🫵🏼 @opensea folks SO ACTIVE ON @Twitter but CANNOT/WILL🚫 RESPOND to ANYONE thru “Customer Support”?

My boy @Theworks472 HAS BEEN TRYING to get his OS Wallet unlocked for THIS ENTIRE YEAR…

NOTHING!

@steezyapegang 
DESERVES &amp; HAS DESERVED THAT ⛵️☑️ FOR MONTHS…

NADA! https://t.co/OvksJLH1JL https://t.co/QsJSratW91",,"Tampa, Florida","[User(username='opensea', id=946213559213555712, displayname='OpenSea', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Twitter', id=783214, displayname='Twitter', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Theworks472', id=1299417231630233606, displayname='Theworks472', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='steezyapegang', id=1475793263722389511, displayname='STEEZY APE GANG', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",THC,1,20,12,1935
2022-10-14 11:35:49+00:00,zenshortz,"Had the pleasure of touring @HepworthCBD’s farm in upstate New York for the 2nd time yesterday

They’re growing 12 acres of full term THC flowers for the NY adult use market 🤯 

I never thought NY outdoor would make my heart swell, but sheeesshhh I’m in love 😍🤤❤️ https://t.co/TYRJ5intog",,NYC 🇩🇴,"[User(username='HepworthCBD', id=1144382132825071617, displayname='HEPWORTH AG', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",THC,0,2,0,1060
2022-10-14 11:13:14+00:00,John710s,"Tapin let's go 💪
Gold coast carts , bulk orders available 💯 
#420SMOKERADIO  #thc  #exotic #ExtremeRules  #exotica  #trend #TrendingNow  #Trending #buy  #Girlsgang  #Twitter  #smokers https://t.co/A8s0GBkWDd","['420SMOKERADIO', 'thc', 'exotic', 'ExtremeRules', 'exotica', 'trend', 'TrendingNow', 'Trending', 'buy', 'Girlsgang', 'Twitter', 'smokers']","Maine, USA",,THC,0,3,0,691
2022-10-14 06:55:01+00:00,Kurkthulu,"I mean, it still tastes like someone whispered “pineapple” in the other room. But still tastes way better than any other seltzer thing out there. But w/ 10mg of thc. Nice. https://t.co/fconT1LrVE",,LA • Demi • He/Him/Senpai,,THC,0,5,0,1472
2022-10-14 01:55:50+00:00,ThomasLoganTHC,"I’ve been drinkin too much because I’ve been thinking too much. 

It’s a cycle I can’t seem to break.",,"Texas, USA",,THC,0,2,0,365
2022-10-13 19:37:33+00:00,BlakaFlakaTHC,"YESSSSS!! 🙏🏼💜💯

This. 👇🏼 https://t.co/Y3OdqUpmBj",,"Tampa, Florida",,THC,0,3,0,1935
2022-10-13 19:34:49+00:00,ThomasLoganTHC,I hate the shit I go through to write these songs…,,"Texas, USA",,THC,0,2,0,365
2022-10-13 16:28:32+00:00,trademarktaz,Michigan basketball players are thriving in the NBA ya love to see it. If only M1tch McGary didn’t choose THC over the league,,"Ann Arbor, MI",,THC,2,5,0,1677
2022-10-13 15:34:03+00:00,_THCDesign,"Cake N’ Bake is nug of the week! Cake 'N Bake is an  Indica-dominant cross of Ice Cream Cake x Prom Queen, featuring β-Myrcene, β-Caryophyllene, and Linalool among its primary terpenes, it has a dank, OG, mountain pine flavor with hints of citrus and a slight creamy finish. https://t.co/bPx4VOh2Ry",,"California, USA",,THC,2,4,0,1439
2022-10-13 15:29:23+00:00,templarhousecap,Bot more $CSU this am https://t.co/rJMgRtgWJi,,marrakech,,THC,0,2,0,6
2022-10-13 13:12:10+00:00,drinktinleys,"Mary Jones Infused Root Beer on the line in OG glass bottles for the encore performance! 🍺 👏🎙️ 10mg THC per bottle, proudly infused at Tinley’s in Long Beach, CA! $TNY $TNYBF #msogang #potstocks #infused #cannabisindustry https://t.co/pbRzsR5wJZ","['msogang', 'potstocks', 'infused', 'cannabisindustry']","Long Beach, CA",,THC,1,35,1,2552
2022-10-13 00:10:29+00:00,nxrble,"Days like this week really sunk into my bones. Vitamin M dispensed. 

No THC, no nicotine. Life in the Raw. Need a week of this.

Clarity brings focus, &amp; focus brings peace for me. 

2 ppl I wish to mention @thebostonlol &amp; @Cism3isay2 

✌️🔥🤲🏼Y’all🤲🏼🔥✌️
Humbly thanking you",,"Roxbury, Boston","[User(username='thebostonlol', id=1274793294736896001, displayname='B🕸️st🕸️n L💀L', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Cism3isay2', id=1496259958106738689, displayname='VirtualPattyCakesGamer', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",THC,0,3,0,224
2022-10-12 23:24:27+00:00,charlesclynch,"Oh I’m sorry it’s levels of THC&gt;.03% that are illegal under federal law, not THC&gt;3% like I’ve been ranting I correct myself on this one 🤗 sorry my bad #usavslynch",['usavslynch'],World Wide Web,,THC,0,2,0,766
2022-10-12 21:25:14+00:00,OklahomaSimone,"This morning I dropped ~100mg of THC syrup into my coffee as an experiment. 

Syrup won. 🫠🫠🫠",,"Oklahoma City, OK",,THC,1,24,0,4419
2022-10-12 18:16:01+00:00,SkyClubLa1,This valley weather is perfect for a nice little smoke! Come get your jeeters at Winners Circle on Victory right next to Sepulveda! P.S. #pizza next door for the #munchies  —- #jeeters #vannuys #Mmemberville #infused #thc https://t.co/cE3eestbNb,"['pizza', 'munchies', 'jeeters', 'vannuys', 'Mmemberville', 'infused', 'thc']",Van Nuys CA,,THC,3,4,2,7
2022-10-12 17:55:16+00:00,msmastafoxx,"Mark your calendar 📆 — Don't miss @MsMastaFoXX &amp; @MsWhizdom next Live ""Why Do You Keep Attracting The Same Things? #THCTribe #NeoCodeSociety"" On Stereo App @app_stereo on Oct 12, 3:33PM (PST) #THC #TribeOfHigherConsciousness #Wednesday #5DEye https://t.co/nT7Y0Psnod","['THCTribe', 'NeoCodeSociety', 'THC', 'TribeOfHigherConsciousness', 'Wednesday', '5DEye']",MyCreatorLife,"[User(username='msmastafoxx', id=1471098570, displayname='MsMastaFoXX LLC♌👽🖖🌋🕉🔑7-FigBizOwner💰👑🌊💜☯️', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='mswhizdom', id=2305685372, displayname='Ms Whizdom 👽♒👽', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='app_stereo', id=1217236670312931329, displayname='Stereo', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",THC,0,2,1,1411
2022-10-12 10:42:23+00:00,adamsteinbaugh,"Georgia police “randomly” stopped 402 people — most of them Black — in an airport, seizing some THC gummies, six pills, and ten grams of drugs. Oh and a million dollars in cash and money orders. https://t.co/emyWMERWE4",,"Philadelphia, PA",,THC,3,159,53,16157
2022-10-12 02:00:05+00:00,Jas_Sum_Kral_,"Purple Nuggs 
50mg THC Infused 
Golden Goat Strain https://t.co/3xcron9Shi",,,,THC,1,27,1,956
2022-10-12 01:40:16+00:00,SagelySquid,"840 &gt; 420, and a more appropriate time for administration of THC for eligible adults.  🍄 https://t.co/3UUDzuUtkS",,"Minnesota, USA",,THC,0,3,0,662
2022-10-12 00:40:12+00:00,rudeboygass,"The best flavors in the game FAM🙌
Tapn less work 📲💯

Text me here 👇👇
https://t.co/Vnuwc4OAOK 
Or Dm me📲😎 #carts #cartrige #vapes #vapor #smoke #stoner #weedsmokers #smokeweed #CannabisLegal #cbdoil #thc https://t.co/OqFoI5jdhB","['carts', 'cartrige', 'vapes', 'vapor', 'smoke', 'stoner', 'weedsmokers', 'smokeweed', 'CannabisLegal', 'cbdoil', 'thc']","Arkansas, USA",,THC,0,3,1,676
2022-10-11 20:33:00+00:00,ReddDur,Just bought and infuser jar !!! Now to make some more THC oil!,,"Greensboro, NC",,THC,0,2,0,15152
2022-10-11 19:47:08+00:00,DJWarrenYoung,$TCNNF #MoMo CDEL 901 @10.02 On The #Bid Low #Volume Under and 822 @11.55 INTL 700 @12.02 On The Ask Level 2 Add More #Premium #Cannabis #THC #MSO #Florida #PPP!,"['MoMo', 'Bid', 'Volume', 'Premium', 'Cannabis', 'THC', 'MSO', 'Florida', 'PPP']","Orlando, FL","[User(username='10', id=7888952, displayname='10', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='11', id=663993, displayname='Eleven', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='12', id=191574115, displayname='cal', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",THC,0,2,1,25900
2022-10-11 17:46:18+00:00,BlakaFlakaTHC,"Check my previous QT!

👏🏼👏🏼👏🏼 @BryanveeEth @steezyapegang 💜💜💜 https://t.co/oZed2Zimr0",,"Tampa, Florida","[User(username='BryanveeEth', id=129277492, displayname='BryanVee.eth', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='steezyapegang', id=1475793263722389511, displayname='STEEZY APE GANG', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",THC,0,5,2,1935
2022-10-11 17:45:07+00:00,BlakaFlakaTHC,"This man &amp; his project HAVE IT FIGURED OUT!

What a great cause!

If you can’t support someone/a project working with such a greater purpose in mind, I can’t fuck with you!!

👏🏼👏🏼👏🏼 Swole &amp; #SwoleCult 

@SwoleLuksoBags https://t.co/J0XVkVBz2X https://t.co/FalDTtYrgc",['SwoleCult'],"Tampa, Florida","[User(username='SwoleLuksoBags', id=909052141360353280, displayname='swoleluksobags.eth', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",THC,1,7,1,1935
